"ch_name"|"ch_type"|"ch_data"|"num_lat"|"num_long"
"Alphonsus"|"Crater"|"Alfonso X (El Sabio); Spanish astronomer (1221-1284)"|-13.3879|-2.8463
"Alphonsus A"|"Satellite Feature"|"Alfonso X (El Sabio); Spanish astronomer (1221-1284)"|-14.8675|-2.2734
"Alphonsus B"|"Satellite Feature"|"Alfonso X (El Sabio); Spanish astronomer (1221-1284)"|-13.2621|-0.1993
"Alphonsus C"|"Satellite Feature"|"Alfonso X (El Sabio); Spanish astronomer (1221-1284)"|-14.4041|-4.8725
"Alphonsus D"|"Satellite Feature"|"Alfonso X (El Sabio); Spanish astronomer (1221-1284)"|-15.0508|-0.8517
"Alphonsus G"|"Satellite Feature"|"Alfonso X (El Sabio); Spanish astronomer (1221-1284)"|-12.3521|-3.3926
"Alphonsus H"|"Satellite Feature"|"Alfonso X (El Sabio); Spanish astronomer (1221-1284)"|-15.6215|-0.5273
"Alphonsus J"|"Satellite Feature"|"Alfonso X (El Sabio); Spanish astronomer (1221-1284)"|-15.1352|-2.5115
"Alphonsus K"|"Satellite Feature"|"Alfonso X (El Sabio); Spanish astronomer (1221-1284)"|-12.61|-0.1149
"Alphonsus L"|"Satellite Feature"|"Alfonso X (El Sabio); Spanish astronomer (1221-1284)"|-12.0219|-3.7231
"Alphonsus R"|"Satellite Feature"|"Alfonso X (El Sabio); Spanish astronomer (1221-1284)"|-14.3929|-1.9227
"Alphonsus X"|"Satellite Feature"|"Alfonso X (El Sabio); Spanish astronomer (1221-1284)"|-14.9873|-4.4586
"Alphonsus Y"|"Satellite Feature"|"Alfonso X (El Sabio); Spanish astronomer (1221-1284)"|-14.706|-1.9183
"Alter"|"Crater"|"Dinsmore; American astronomer, meteorologist (1888-1968)"|18.7401|-107.797
"Alter K"|"Satellite Feature"|"Dinsmore; American astronomer, meteorologist (1888-1968)"|16.2175|-106.189
"Alter W"|"Satellite Feature"|"Dinsmore; American astronomer, meteorologist (1888-1968)"|20.3821|-109.409
"Ameghino"|"Crater"|"Fiorino (or Florentino); Argentine paleontologist and anthropologist (1854-1911)"|3.2995|57.037
"Amici"|"Crater"|"Giovanni Battista; Italian astronomer, optician (1786-1863)"|-10.062|-172.227
"Amici M"|"Satellite Feature"|"Giovanni Battista; Italian astronomer, optician (1786-1863)"|-11.807|-172.022
"Amici N"|"Satellite Feature"|"Giovanni Battista; Italian astronomer, optician (1786-1863)"|-11.8843|-172.54
"Amici P"|"Satellite Feature"|"Giovanni Battista; Italian astronomer, optician (1786-1863)"|-12.3533|-174.127
"Amici Q"|"Satellite Feature"|"Giovanni Battista; Italian astronomer, optician (1786-1863)"|-12.3392|-175.888
"Amici R"|"Satellite Feature"|"Giovanni Battista; Italian astronomer, optician (1786-1863)"|-11.5041|-175.321
"Amici T"|"Satellite Feature"|"Giovanni Battista; Italian astronomer, optician (1786-1863)"|-9.9142|-174.075
"Amici U"|"Satellite Feature"|"Giovanni Battista; Italian astronomer, optician (1786-1863)"|-8.7517|-175.471
"Ammonius"|"Crater"|"Greek philosopher (unkn-c AD 517-526)"|-8.5209|-0.826
"Amontons"|"Crater"|"Guillaume; French physicist (1663-1705)"|-5.3372|46.7779
"Amundsen"|"Crater"|"Roald Engelbregt Gravning; Norwegian explorer (1872-1928)"|-84.4398|83.0691
"Amundsen C"|"Satellite Feature"|"Roald Engelbregt Gravning; Norwegian explorer (1872-1928)"|-80.7588|85.2121
"Anaxagoras"|"Crater"|"Greek astronomer (500-428 BC)"|73.481|-10.1712
"Anaxagoras A"|"Satellite Feature"|"Greek astronomer (500-428 BC)"|72.2582|-7.0201
"Anaxagoras B"|"Satellite Feature"|"Greek astronomer (500-428 BC)"|70.3549|-11.3648
"Anaximander"|"Crater"|"Greek astronomer (c 611-547 BC)"|66.9671|-51.4417
"Anaximander A"|"Satellite Feature"|"Greek astronomer (c 611-547 BC)"|68.0488|-50.4015
"Anaximander B"|"Satellite Feature"|"Greek astronomer (c 611-547 BC)"|68.082|-61.2088
"Anaximander D"|"Satellite Feature"|"Greek astronomer (c 611-547 BC)"|65.7755|-50.6846
"Anaximander H"|"Satellite Feature"|"Greek astronomer (c 611-547 BC)"|65.2882|-41.0556
"Anaximander R"|"Satellite Feature"|"Greek astronomer (c 611-547 BC)"|66.3159|-55.2127
"Anaximander S"|"Satellite Feature"|"Greek astronomer (c 611-547 BC)"|68.3547|-53.5978
"Anaximander T"|"Satellite Feature"|"Greek astronomer (c 611-547 BC)"|67.2965|-52.2707
"Anaximander U"|"Satellite Feature"|"Greek astronomer (c 611-547 BC)"|64.1381|-48.5011
"Anaximenes"|"Crater"|"Greek astronomer (585-528 BC)"|72.485|-44.9825
"Anaximenes B"|"Satellite Feature"|"Greek astronomer (585-528 BC)"|68.9394|-38.0625
"Anaximenes E"|"Satellite Feature"|"Greek astronomer (585-528 BC)"|66.5757|-31.457
"Anaximenes G"|"Satellite Feature"|"Greek astronomer (585-528 BC)"|73.7521|-40.5021
"Anaximenes H"|"Satellite Feature"|"Greek astronomer (585-528 BC)"|74.6381|-45.7034
"Andel"|"Crater"|"Karel; Czechoslovakian astronomer (1884-1948)"|-10.4141|12.3835
"Andel A"|"Satellite Feature"|"Karel; Czechoslovakian astronomer (1884-1948)"|-10.8136|11.244
"Andel C"|"Satellite Feature"|"Karel; Czechoslovakian astronomer (1884-1948)"|-9.0095|11.1526
"Andel D"|"Satellite Feature"|"Karel; Czechoslovakian astronomer (1884-1948)"|-10.7865|11.7063
"Andel E"|"Satellite Feature"|"Karel; Czechoslovakian astronomer (1884-1948)"|-12.0198|12.2238
"Andel F"|"Satellite Feature"|"Karel; Czechoslovakian astronomer (1884-1948)"|-8.3389|11.0801
"Andel G"|"Satellite Feature"|"Karel; Czechoslovakian astronomer (1884-1948)"|-10.9405|12.3108
"Andel H"|"Satellite Feature"|"Karel; Czechoslovakian astronomer (1884-1948)"|-6.6681|11.3108
"Andel J"|"Satellite Feature"|"Karel; Czechoslovakian astronomer (1884-1948)"|-7.5441|11.4145
"Andel K"|"Satellite Feature"|"Karel; Czechoslovakian astronomer (1884-1948)"|-5.8315|11.5614
"Andel M"|"Satellite Feature"|"Karel; Czechoslovakian astronomer (1884-1948)"|-9.7537|11.1166
"Andel N"|"Satellite Feature"|"Karel; Czechoslovakian astronomer (1884-1948)"|-10.2418|11.3381
"Andel P"|"Satellite Feature"|"Karel; Czechoslovakian astronomer (1884-1948)"|-11.652|12.2022
"Andel S"|"Satellite Feature"|"Karel; Czechoslovakian astronomer (1884-1948)"|-11.3978|12.6996
"Andel T"|"Satellite Feature"|"Karel; Czechoslovakian astronomer (1884-1948)"|-11.249|13.2435
"Andel W"|"Satellite Feature"|"Karel; Czechoslovakian astronomer (1884-1948)"|-12.3633|12.2572
"Anders"|"Crater"|"William Alison; American astronaut (1933-Live)"|-41.3146|-143.301
"Anders D"|"Satellite Feature"|"William Alison; American astronaut (1933-Live)"|-40.2614|-140.856
"Anders Earthrise"|"Crater"|"Crater visible in the foreground of the iconic “Earthrise” colour photograph, taken aboard Apollo 8 by W A Anders on December 24, 1968, showing the Earth and part of the Moon’s surface The crater was previously designated Pasteur T"|-11.7297|100.465
"Anders G"|"Satellite Feature"|"William Alison; American astronaut (1933-Live)"|-41.8126|-142.18
"Anders X"|"Satellite Feature"|"William Alison; American astronaut (1933-Live)"|-39.7297|-144.248
"Anderson"|"Crater"|"John August; American astronomer (1876-1959)"|15.4993|170.794
"Anderson E"|"Satellite Feature"|"John August; American astronomer (1876-1959)"|16.9795|173.528
"Anderson F"|"Satellite Feature"|"John August; American astronomer (1876-1959)"|16.2815|173.798
"Anderson L"|"Satellite Feature"|"John August; American astronomer (1876-1959)"|14.7142|171.127
"Andersson"|"Crater"|"Leif Erland; American astronomer (1943-1979)"|-49.9498|-95.4628
"Andronov"|"Crater"|"Aleksandr Aleksandrovich; Soviet physicist (1901-1952)"|-22.6807|146.108
"Ango"|"Crater"|"African male name"|20.4775|-32.338
"Angstrom"|"Crater"|"Anders Jonas; Swedish physicist (1814-1874)"|29.8957|-41.6674
"Angstrom A"|"Satellite Feature"|"Anders Jonas; Swedish physicist (1814-1874)"|30.9156|-41.151
"Angstrom B"|"Satellite Feature"|"Anders Jonas; Swedish physicist (1814-1874)"|31.7619|-44.1894
"Ann"|"Crater"|"Hebrew female name"|25.1094|-0.054
"Annegrit"|"Crater"|"German female name"|29.4309|-25.6365
"Ansgarius"|"Crater"|"St Ansgar; German theologian (801-864)"|-12.9235|79.7231
"Ansgarius B"|"Satellite Feature"|"St Ansgar; German theologian (801-864)"|-11.9873|84.1077
"Ansgarius C"|"Satellite Feature"|"St Ansgar; German theologian (801-864)"|-14.7873|74.827
"Ansgarius M"|"Satellite Feature"|"St Ansgar; German theologian (801-864)"|-11.2476|78.7928
"Ansgarius N"|"Satellite Feature"|"St Ansgar; German theologian (801-864)"|-11.9145|81.1817
"Ansgarius P"|"Satellite Feature"|"St Ansgar; German theologian (801-864)"|-13.0606|75.6577
"Antoniadi"|"Crater"|"Eugène Michael; Turkish-born French astronomer (1870-1944)"|-69.3026|-173.059
"Anuchin"|"Crater"|"Dimitrii Nikolaevich; Russian geographer (1843-1923)"|-48.853|101.66
"Anuchin B"|"Satellite Feature"|"Dimitrii Nikolaevich; Russian geographer (1843-1923)"|-46.443|103.57
"Anuchin L"|"Satellite Feature"|"Dimitrii Nikolaevich; Russian geographer (1843-1923)"|-49.8411|101.918
"Anuchin N"|"Satellite Feature"|"Dimitrii Nikolaevich; Russian geographer (1843-1923)"|-51.2773|100.033
"Anuchin Q"|"Satellite Feature"|"Dimitrii Nikolaevich; Russian geographer (1843-1923)"|-50.8198|98.766
"Anuchin V"|"Satellite Feature"|"Dimitrii Nikolaevich; Russian geographer (1843-1923)"|-47.8138|99.8008
"Anville"|"Crater"|"Jean-Baptiste Bourguignon; French cartographer (1697-1782)"|1.8428|49.508
"Apennine Front"|"Landing site name"|"Astronaut-named feature, Apollo 15 site"|25.9216|3.6842
"Apianus"|"Crater"|"Bienewitz, Peter; German mathematician, astronomer (1495-1552)"|-26.9625|7.8682
"Apianus A"|"Satellite Feature"|"Bienewitz, Peter; German mathematician, astronomer (1495-1552)"|-25.6996|6.517
"Apianus B"|"Satellite Feature"|"Bienewitz, Peter; German mathematician, astronomer (1495-1552)"|-27.4036|8.9853
"Apianus C"|"Satellite Feature"|"Bienewitz, Peter; German mathematician, astronomer (1495-1552)"|-28.1349|10.4581
"Apianus D"|"Satellite Feature"|"Bienewitz, Peter; German mathematician, astronomer (1495-1552)"|-26.0794|10.6643
"Apianus E"|"Satellite Feature"|"Bienewitz, Peter; German mathematician, astronomer (1495-1552)"|-28.8501|8.1882
"Apianus F"|"Satellite Feature"|"Bienewitz, Peter; German mathematician, astronomer (1495-1552)"|-28.1412|6.3299
"Apianus G"|"Satellite Feature"|"Bienewitz, Peter; German mathematician, astronomer (1495-1552)"|-28.1246|7.6446
"Apianus H"|"Satellite Feature"|"Bienewitz, Peter; German mathematician, astronomer (1495-1552)"|-28.1522|8.6411
"Apianus J"|"Satellite Feature"|"Bienewitz, Peter; German mathematician, astronomer (1495-1552)"|-26.3258|8.5194
"Apianus K"|"Satellite Feature"|"Bienewitz, Peter; German mathematician, astronomer (1495-1552)"|-27.4797|9.3113
"Apianus L"|"Satellite Feature"|"Bienewitz, Peter; German mathematician, astronomer (1495-1552)"|-29.123|10.8476
"Apianus M"|"Satellite Feature"|"Bienewitz, Peter; German mathematician, astronomer (1495-1552)"|-24.775|10.2859
"Apianus N"|"Satellite Feature"|"Bienewitz, Peter; German mathematician, astronomer (1495-1552)"|-28.8908|9.9055
"Apianus P"|"Satellite Feature"|"Bienewitz, Peter; German mathematician, astronomer (1495-1552)"|-25.2854|9.1293
"Apianus R"|"Satellite Feature"|"Bienewitz, Peter; German mathematician, astronomer (1495-1552)"|-25.7885|8.895
"Apianus S"|"Satellite Feature"|"Bienewitz, Peter; German mathematician, astronomer (1495-1552)"|-25.8082|8.474
"Apianus T"|"Satellite Feature"|"Bienewitz, Peter; German mathematician, astronomer (1495-1552)"|-27.7304|9.446
"Apianus U"|"Satellite Feature"|"Bienewitz, Peter; German mathematician, astronomer (1495-1552)"|-27.9149|8.9753
"Apianus V"|"Satellite Feature"|"Bienewitz, Peter; German mathematician, astronomer (1495-1552)"|-25.1903|10.4006
"Apianus W"|"Satellite Feature"|"Bienewitz, Peter; German mathematician, astronomer (1495-1552)"|-25.5992|7.4642
"Apianus X"|"Satellite Feature"|"Bienewitz, Peter; German mathematician, astronomer (1495-1552)"|-28.34|7.019
"Apollo"|"Crater"|"Named to honor Apollo missions"|-35.6874|-151.478
"Apollonius"|"Crater"|"Apollonius of Perga; Greek mathematician (c 262-190 BC)"|4.5053|60.9648
"Apollonius A"|"Satellite Feature"|"Apollonius of Perga; Greek mathematician (c 262-190 BC)"|4.8239|56.8533
"Apollonius B"|"Satellite Feature"|"Apollonius of Perga; Greek mathematician (c 262-190 BC)"|5.8668|57.598
"Apollonius E"|"Satellite Feature"|"Apollonius of Perga; Greek mathematician (c 262-190 BC)"|4.3412|61.8554
"Apollonius F"|"Satellite Feature"|"Apollonius of Perga; Greek mathematician (c 262-190 BC)"|5.5992|59.9382
"Apollonius H"|"Satellite Feature"|"Apollonius of Perga; Greek mathematician (c 262-190 BC)"|3.431|59.5056
"Apollonius J"|"Satellite Feature"|"Apollonius of Perga; Greek mathematician (c 262-190 BC)"|4.6273|57.4842
"Apollonius L"|"Satellite Feature"|"Apollonius of Perga; Greek mathematician (c 262-190 BC)"|6.471|54.5668
"Apollonius M"|"Satellite Feature"|"Apollonius of Perga; Greek mathematician (c 262-190 BC)"|4.7298|61.7737
"Apollonius N"|"Satellite Feature"|"Apollonius of Perga; Greek mathematician (c 262-190 BC)"|4.7457|63.7679
"Apollonius S"|"Satellite Feature"|"Apollonius of Perga; Greek mathematician (c 262-190 BC)"|1.2602|62.5812
"Apollonius U"|"Satellite Feature"|"Apollonius of Perga; Greek mathematician (c 262-190 BC)"|4.8893|59.8729
"Apollonius V"|"Satellite Feature"|"Apollonius of Perga; Greek mathematician (c 262-190 BC)"|4.3941|58.2236
"Apollonius X"|"Satellite Feature"|"Apollonius of Perga; Greek mathematician (c 262-190 BC)"|6.8953|58.1753
"Apollonius Y"|"Satellite Feature"|"Apollonius of Perga; Greek mathematician (c 262-190 BC)"|4.8781|62.6045
"Appleton"|"Crater"|"Sir Edward Victor; British physicist; Nobel laureate (1892-1965)"|37.0465|158.169
"Appleton D"|"Satellite Feature"|"Sir Edward Victor; British physicist; Nobel laureate (1892-1965)"|37.7736|160.626
"Appleton M"|"Satellite Feature"|"Sir Edward Victor; British physicist; Nobel laureate (1892-1965)"|33.7188|158.263
"Appleton Q"|"Satellite Feature"|"Sir Edward Victor; British physicist; Nobel laureate (1892-1965)"|34.1798|155.312
"Appleton R"|"Satellite Feature"|"Sir Edward Victor; British physicist; Nobel laureate (1892-1965)"|36.1276|156.255
"Arago"|"Crater"|"Dominique Francois Jean; French astronomer (1786-1853)"|6.1487|21.4261
"Arago B"|"Satellite Feature"|"Dominique Francois Jean; French astronomer (1786-1853)"|3.4268|20.8164
"Arago C"|"Satellite Feature"|"Dominique Francois Jean; French astronomer (1786-1853)"|3.8879|21.4775
"Arago D"|"Satellite Feature"|"Dominique Francois Jean; French astronomer (1786-1853)"|6.9142|22.3933
"Arago E"|"Satellite Feature"|"Dominique Francois Jean; French astronomer (1786-1853)"|8.5115|22.7083
"Aratus"|"Crater"|"Aratus of Soli; Greek astronomer (c 310-240/239 BC)"|23.5793|4.5052
"Aratus B"|"Satellite Feature"|"Aratus of Soli; Greek astronomer (c 310-240/239 BC)"|24.1795|5.4312
"Aratus C"|"Satellite Feature"|"Aratus of Soli; Greek astronomer (c 310-240/239 BC)"|24.0776|9.459
"Aratus CA"|"Satellite Feature"|"Aratus of Soli; Greek astronomer (c 310-240/239 BC)"|24.5553|11.18
"Aratus D"|"Satellite Feature"|"Aratus of Soli; Greek astronomer (c 310-240/239 BC)"|24.3736|8.6072
"Archimedes"|"Crater"|"Greek physicist, mathematician (c 287-212 BC)"|29.7172|-3.9931
"Archimedes C"|"Satellite Feature"|"Greek physicist, mathematician (c 287-212 BC)"|31.6344|-1.5286
"Archimedes D"|"Satellite Feature"|"Greek physicist, mathematician (c 287-212 BC)"|32.2023|-2.6934
"Archimedes E"|"Satellite Feature"|"Greek physicist, mathematician (c 287-212 BC)"|25|-7.2044
"Archimedes G"|"Satellite Feature"|"Greek physicist, mathematician (c 287-212 BC)"|29.1438|-8.1526
"Archimedes H"|"Satellite Feature"|"Greek physicist, mathematician (c 287-212 BC)"|23.8921|-7.024
"Archimedes L"|"Satellite Feature"|"Greek physicist, mathematician (c 287-212 BC)"|25.0411|-2.6109
"Archimedes M"|"Satellite Feature"|"Greek physicist, mathematician (c 287-212 BC)"|26.1244|-3.2086
"Archimedes N"|"Satellite Feature"|"Greek physicist, mathematician (c 287-212 BC)"|24.1521|-3.8905
"Archimedes P"|"Satellite Feature"|"Greek physicist, mathematician (c 287-212 BC)"|25.9392|-2.5029
"Archimedes Q"|"Satellite Feature"|"Greek physicist, mathematician (c 287-212 BC)"|28.5161|-2.4292
"Archimedes R"|"Satellite Feature"|"Greek physicist, mathematician (c 287-212 BC)"|26.0736|-6.6089
"Archimedes S"|"Satellite Feature"|"Greek physicist, mathematician (c 287-212 BC)"|29.5573|-2.725
"Archimedes T"|"Satellite Feature"|"Greek physicist, mathematician (c 287-212 BC)"|30.2979|-5.0283
"Archimedes U"|"Satellite Feature"|"Greek physicist, mathematician (c 287-212 BC)"|32.8333|-1.9559
"Archimedes V"|"Satellite Feature"|"Greek physicist, mathematician (c 287-212 BC)"|32.9797|-4.0131
"Archimedes W"|"Satellite Feature"|"Greek physicist, mathematician (c 287-212 BC)"|23.8036|-6.2488
"Archimedes X"|"Satellite Feature"|"Greek physicist, mathematician (c 287-212 BC)"|31.0288|-8.0236
"Archimedes Y"|"Satellite Feature"|"Greek physicist, mathematician (c 287-212 BC)"|29.9709|-9.4974
"Archimedes Z"|"Satellite Feature"|"Greek physicist, mathematician (c 287-212 BC)"|26.8778|-1.4096
"Archytas"|"Crater"|"Greek mathematician (428-347 BC ?)"|58.8662|4.9925
"Archytas B"|"Satellite Feature"|"Greek mathematician (428-347 BC ?)"|61.4377|3.1722
"Archytas D"|"Satellite Feature"|"Greek mathematician (428-347 BC ?)"|63.7066|11.8975
"Archytas G"|"Satellite Feature"|"Greek mathematician (428-347 BC ?)"|55.7329|0.5313
"Archytas K"|"Satellite Feature"|"Greek mathematician (428-347 BC ?)"|62.6623|7.6794
"Archytas L"|"Satellite Feature"|"Greek mathematician (428-347 BC ?)"|56.191|0.9049
"Archytas U"|"Satellite Feature"|"Greek mathematician (428-347 BC ?)"|62.8956|9.2172
"Archytas W"|"Satellite Feature"|"Greek mathematician (428-347 BC ?)"|61.2865|5.1972
"Argelander"|"Crater"|"Friedrich Wilhelm August; German astronomer (1799-1875)"|-16.5493|5.8011
"Argelander A"|"Satellite Feature"|"Friedrich Wilhelm August; German astronomer (1799-1875)"|-16.5367|6.7455
"Argelander B"|"Satellite Feature"|"Friedrich Wilhelm August; German astronomer (1799-1875)"|-15.5952|5.1047
"Argelander C"|"Satellite Feature"|"Friedrich Wilhelm August; German astronomer (1799-1875)"|-16.277|5.72
"Argelander D"|"Satellite Feature"|"Friedrich Wilhelm August; German astronomer (1799-1875)"|-17.6365|4.4432
"Argelander W"|"Satellite Feature"|"Friedrich Wilhelm August; German astronomer (1799-1875)"|-16.7469|4.1844
"Ariadaeus"|"Crater"|"Philip III of Macedonia; chronologer (c 358-317 BC)"|4.5549|17.2763
"Ariadaeus A"|"Satellite Feature"|"Philip III of Macedonia; chronologer (c 358-317 BC)"|4.642|17.4869
"Ariadaeus B"|"Satellite Feature"|"Philip III of Macedonia; chronologer (c 358-317 BC)"|4.8994|15.0574
"Ariadaeus D"|"Satellite Feature"|"Philip III of Macedonia; chronologer (c 358-317 BC)"|4.8768|17.0252
"Ariadaeus E"|"Satellite Feature"|"Philip III of Macedonia; chronologer (c 358-317 BC)"|5.3207|17.6273
"Ariadaeus F"|"Satellite Feature"|"Philip III of Macedonia; chronologer (c 358-317 BC)"|4.3241|18.008
"Aristarchus"|"Crater"|"Greek astronomer (310-230 BC ?)"|23.7299|-47.4901
"Aristarchus B"|"Satellite Feature"|"Greek astronomer (310-230 BC ?)"|26.2787|-46.8459
"Aristarchus D"|"Satellite Feature"|"Greek astronomer (310-230 BC ?)"|23.7305|-42.8816
"Aristarchus F"|"Satellite Feature"|"Greek astronomer (310-230 BC ?)"|21.6673|-46.5728
"Aristarchus H"|"Satellite Feature"|"Greek astronomer (310-230 BC ?)"|22.6143|-45.7441
"Aristarchus N"|"Satellite Feature"|"Greek astronomer (310-230 BC ?)"|22.8328|-43.027
"Aristarchus S"|"Satellite Feature"|"Greek astronomer (310-230 BC ?)"|19.2908|-46.2825
"Aristarchus T"|"Satellite Feature"|"Greek astronomer (310-230 BC ?)"|19.6688|-46.4997
"Aristarchus U"|"Satellite Feature"|"Greek astronomer (310-230 BC ?)"|19.7293|-48.6408
"Aristarchus Z"|"Satellite Feature"|"Greek astronomer (310-230 BC ?)"|25.4854|-48.4867
"Aristillus"|"Crater"|"Greek astronomer (fl c 280 BC)"|33.8808|1.2075
"Aristillus A"|"Satellite Feature"|"Greek astronomer (fl c 280 BC)"|33.6433|4.5337
"Aristillus B"|"Satellite Feature"|"Greek astronomer (fl c 280 BC)"|34.7958|-1.925
"Aristoteles"|"Crater"|"Greek astronomer, philosopher (383-322 BC)"|50.243|17.32
"Aristoteles D"|"Satellite Feature"|"Greek astronomer, philosopher (383-322 BC)"|47.483|14.7138
"Aristoteles M"|"Satellite Feature"|"Greek astronomer, philosopher (383-322 BC)"|53.4989|27.2625
"Aristoteles N"|"Satellite Feature"|"Greek astronomer, philosopher (383-322 BC)"|52.8995|26.8377
"Arminski"|"Crater"|"Franciszek; Polish astronomer (1789-1848) (Spelling changed from ArmÃ­nski)"|-16.3628|154.216
"Arminski D"|"Satellite Feature"|"Franciszek; Polish astronomer (1789-1848) (Spelling changed from ArmÃ­nski)"|-16.0441|154.971
"Arminski K"|"Satellite Feature"|"Franciszek; Polish astronomer (1789-1848) (Spelling changed from ArmÃ­nski)"|-17.093|154.643
"Armstrong"|"Crater"|"Neil Alden; American astronaut (1930-2012)"|1.3535|24.9437
"Arnold"|"Crater"|"Christoph; German astronomer (1650-1695)"|66.9846|35.8286
"Arnold A"|"Satellite Feature"|"Christoph; German astronomer (1650-1695)"|68.7682|39.599
